7.99645,
7.99619,
7.99642,
7.99618,
7.99619,
7.99692,
7.99572,
7.99659,
7.99684,
7.99652,
7.9966,
7.99697,
7.9964,
7.99645,
7.99638,
7.99656,
7.99655,
7.99633,
7.99625,
7.99625
